Airport_Code,Timezone,Airport_Name
KMDW,US/Central,Chicago Midway International Airport
KORL,US/Eastern,Orlando Executive Airport
KRBD,US/Central,Dallas Executive Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KLOM,US/Eastern,Wings Field
KRSW,US/Eastern,Southwest Florida International Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KMHR,US/Pacific,Sacramento Mather Airport
KORL,US/Eastern,Orlando Executive Airport
KGAD,US/Central,Northeast Alabama Regional Airport
KTPF,US/Eastern,Peter O Knight Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KGEU,US/Mountain,Glendale Municipal Airport
KORL,US/Eastern,Orlando Executive Airport
KTEB,US/Eastern,Teterboro Airport
KBJI,US/Central,Bemidji Regional Airport
KCCR,US/Pacific,Buchanan Field
KTTN,US/Eastern,Trenton Mercer Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KHST,US/Eastern,Homestead ARB Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KSRQ,US/Eastern,Sarasota Bradenton International Airport
KVLL,US/Eastern,Oakland Troy Airport
KLVK,US/Pacific,Livermore Municipal Airport
KCVG,US/Eastern,Cincinnati Northern Kentucky International Airport
KDAA,US/Eastern,Davison Army Air Field
KIAD,US/Eastern,Washington Dulles International Airport
KAGS,US/Eastern,Augusta Regional At Bush Field
KLNS,US/Eastern,Lancaster Airport
KJYO,US/Eastern,Leesburg Executive Airport
KWJF,US/Pacific,General William J Fox Airfield
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KINT,US/Eastern,Smith Reynolds Airport
KHEF,US/Eastern,Manassas Regional Airport/Harry P. Davis Field
KCHO,US/Eastern,Charlottesville Albemarle Airport
KFRG,US/Eastern,Republic Airport
KLVM,US/Mountain,Mission Field
KADS,US/Central,Addison Airport
KFWS,US/Central,Fort Worth Spinks Airport
KCXY,US/Eastern,Capital City Airport
KTHV,US/Eastern,York Airport
KXMR,US/Eastern,Cape Canaveral SFS Skid Strip
KMDW,US/Central,Chicago Midway International Airport
KJRB,US/Eastern,Downtown Manhattan Heliport
KHWD,US/Pacific,Hayward Executive Airport
KCCR,US/Pacific,Buchanan Field
KEDU,US/Pacific,University Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KAGC,US/Eastern,Allegheny County Airport
KSGR,US/Central,Sugar Land Regional Airport
KOKV,US/Eastern,Winchester Regional Airport
KRAL,US/Pacific,Riverside Municipal Airport
KPUC,US/Mountain,Carbon County Regional Airport / Buck Davis Field
KTRK,US/Pacific,Truckee Tahoe Airport
KCMR,US/Mountain,H.A. Clark Memorial Field
KMCO,US/Eastern,Orlando International Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KLVK,US/Pacific,Livermore Municipal Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KNEW,US/Central,Lakefront Airport
KSHD,US/Eastern,Shenandoah Valley Regional Airport
KJFK,US/Eastern,John F Kennedy International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KRBD,US/Central,Dallas Executive Airport
KTMB,US/Eastern,Miami Executive Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KBQK,US/Eastern,Brunswick Golden Isles Airport
KCGS,US/Eastern,College Park Airport
KORL,US/Eastern,Orlando Executive Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KMCJ,US/Central,Salina Municipal Airport
KFNT,US/Eastern,Bishop International Airport
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KRHV,US/Pacific,Reid-Hillview Airport of Santa Clara County
KSFO,US/Pacific,San Francisco International Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KABE,US/Eastern,Lehigh Valley International Airport
KRDM,US/Pacific,Roberts Field
KNYG,US/Eastern,Quantico Marine Corps Airfield / Turner Field
KFXE,US/Eastern,Fort Lauderdale Executive Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KHPN,US/Eastern,Westchester County Airport
KEZF,US/Eastern,Shannon Airport
KRNO,US/Pacific,Reno Tahoe International Airport
KBUR,US/Pacific,Hollywood Burbank Airport
KBKV,US/Eastern,Brooksville–Tampa Bay Regional Airport
KLGA,US/Eastern,LaGuardia Airport
KEWR,US/Eastern,Newark Liberty International Airport
KARR,US/Central,Aurora Municipal Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KDLZ,US/Eastern,Delaware Municipal Airport
KHST,US/Eastern,Homestead ARB Airport
KORL,US/Eastern,Orlando Executive Airport
KEFD,US/Central,Ellington Airport
KPOC,US/Pacific,Brackett Field
KLNS,US/Eastern,Lancaster Airport
KLBT,US/Eastern,Lumberton Regional Airport
KINT,US/Eastern,Smith Reynolds Airport
KINT,US/Eastern,Smith Reynolds Airport
KAVL,US/Eastern,Asheville Regional Airport
KDUJ,US/Eastern,DuBois Regional Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KMIA,US/Eastern,Miami International Airport
KNQA,US/Central,Millington-Memphis Airport
KPOC,US/Pacific,Brackett Field
KDAL,US/Central,Dallas Love Field
KPCM,US/Eastern,Plant City Municipal Airport
KDAN,US/Eastern,Danville Regional Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KELY,US/Pacific,Ely Airport Yelland Field
KSNA,US/Pacific,John Wayne Orange County International Airport
KBLI,US/Pacific,Bellingham International Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KLXT,US/Central,Lee's Summit Municipal Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KSBD,US/Pacific,San Bernardino International Airport
KSAC,US/Pacific,Sacramento Executive Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KBWI,US/Eastern,Baltimore/Washington International Thurgood Marshall Airport
KIXD,US/Central,New Century AirCenter Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KILG,US/Eastern,Wilmington Airport
KCEC,US/Pacific,Jack Mc Namara Field Airport
KPHL,US/Eastern,Philadelphia International Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KOGB,US/Eastern,Orangeburg Municipal Airport
KPOC,US/Pacific,Brackett Field
KSHV,US/Central,Shreveport Regional Airport
KSRQ,US/Eastern,Sarasota Bradenton International Airport
KJER,US/Mountain,Jerome County Airport
KFAT,US/Pacific,Fresno Yosemite International Airport
KFNL,US/Mountain,Northern Colorado Regional Airport
KBDN,US/Pacific,Bend Municipal Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KMSP,US/Central,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
KBTR,US/Central,Baton Rouge Metropolitan Airport
KTTD,US/Pacific,Portland Troutdale Airport
KMCO,US/Eastern,Orlando International Airport
KTPF,US/Eastern,Peter O Knight Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KBTR,US/Central,Baton Rouge Metropolitan Airport
KAPC,US/Pacific,Napa County Airport
KBUF,US/Eastern,Buffalo Niagara International Airport
KEWR,US/Eastern,Newark Liberty International Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KMQS,US/Eastern,Chester County G O Carlson Airport
KOQU,US/Eastern,Quonset State Airport
KEWR,US/Eastern,Newark Liberty International Airport
KGSP,US/Eastern,Greenville Spartanburg International Airport
KHWD,US/Pacific,Hayward Executive Airport
KPNS,US/Central,Pensacola International Airport
KVLD,US/Eastern,Valdosta Regional Airport
KAVL,US/Eastern,Asheville Regional Airport
KTMB,US/Eastern,Miami Executive Airport
KJRB,US/Eastern,Downtown Manhattan Heliport
KHWO,US/Eastern,North Perry Airport
KPHL,US/Eastern,Philadelphia International Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KGYH,US/Eastern,Donaldson Field Airport
KPVG,US/Eastern,Hampton Roads Executive Airport
KHST,US/Eastern,Homestead ARB Airport
KGLS,US/Central,Scholes International At Galveston Airport
KAPA,US/Mountain,Centennial Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KAPF,US/Eastern,Naples Municipal Airport
KFXE,US/Eastern,Fort Lauderdale Executive Airport
KXLL,US/Eastern,Allentown Queen City Municipal Airport
KTOB,US/Central,Dodge Center Airport
KMKS,US/Eastern,Berkeley County Airport
KTMB,US/Eastern,Miami Executive Airport
KIPT,US/Eastern,Williamsport Regional Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
KFME,US/Eastern,Tipton Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KLGA,US/Eastern,LaGuardia Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KDTN,US/Central,Shreveport Downtown Airport
KOFF,US/Central,Offutt Air Force Base
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KGPI,US/Mountain,Glacier Park International Airport
KRMN,US/Eastern,Stafford Regional Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KSNS,US/Pacific,Salinas Municipal Airport
KNEW,US/Central,Lakefront Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KCRG,US/Eastern,Jacksonville Executive at Craig Airport
KHQZ,US/Central,Mesquite Metro Airport
KSBD,US/Pacific,San Bernardino International Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KNUQ,US/Pacific,Moffett Federal Airfield
KDMW,US/Eastern,Carroll County Regional Jack B Poage Field
KMAO,US/Eastern,Marion County Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KBTM,US/Mountain,Bert Mooney Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KDAL,US/Central,Dallas Love Field
KCDW,US/Eastern,Essex County Airport
KSBD,US/Pacific,San Bernardino International Airport
KCHS,US/Eastern,Charleston International Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KOMN,US/Eastern,Ormond Beach Municipal Airport
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KORL,US/Eastern,Orlando Executive Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KO22,US/Pacific,Columbia Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KDAL,US/Central,Dallas Love Field
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KNFJ,US/Central,Choctaw Nolf Airport
KCCR,US/Pacific,Buchanan Field
KCVH,US/Pacific,Hollister Municipal Airport
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KJAX,US/Eastern,Jacksonville International Airport
KBNA,US/Central,Nashville International Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KFCM,US/Central,Flying Cloud Airport
KMPO,US/Eastern,Pocono Mountains Municipal Airport
KCTJ,US/Eastern,West Georgia Regional Airport / O V Gray Field
KMYF,US/Pacific,Montgomery-Gibbs Executive Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KHPN,US/Eastern,Westchester County Airport
KEYE,US/Eastern,Eagle Creek Airpark
KORL,US/Eastern,Orlando Executive Airport
KHEF,US/Eastern,Manassas Regional Airport/Harry P. Davis Field
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KILG,US/Eastern,Wilmington Airport
KCTY,US/Eastern,Cross City Airport
KMCO,US/Eastern,Orlando International Airport
KDAL,US/Central,Dallas Love Field
KBNA,US/Central,Nashville International Airport
KTLH,US/Eastern,Tallahassee Regional Airport
KLOM,US/Eastern,Wings Field
KRZL,US/Central,Jasper County Airport
KDYB,US/Eastern,Summerville Airport
KILM,US/Eastern,Wilmington International Airport
KPVU,US/Mountain,Provo-Utah Lake International Airport
KGPZ,US/Central,Grand Rapids Itasca Co-Gordon Newstrom field
KFMY,US/Eastern,Page Field
KBUF,US/Eastern,Buffalo Niagara International Airport
KORD,US/Central,Chicago O'Hare International Airport
KAVL,US/Eastern,Asheville Regional Airport
KAJO,US/Pacific,Corona Municipal Airport
KPHL,US/Eastern,Philadelphia International Airport
KROA,US/Eastern,Roanoke–Blacksburg Regional Airport
KUXL,US/Central,Southland Field
KRDU,US/Eastern,Raleigh Durham International Airport
KTCM,US/Pacific,McChord Air Force Base
KMTN,US/Eastern,Martin State Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KMOD,US/Pacific,Modesto City Co-Harry Sham Field
KVLD,US/Eastern,Valdosta Regional Airport
KMIA,US/Eastern,Miami International Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KJFK,US/Eastern,John F Kennedy International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KLXT,US/Central,Lee's Summit Municipal Airport
KVQQ,US/Eastern,Cecil Airport
KOBE,US/Eastern,Okeechobee County Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KMCJ,US/Central,Salina Municipal Airport
KNFL,US/Pacific,Fallon Naval Air Station
KOSU,US/Eastern,The Ohio State University Airport - Don Scott Field
KDMW,US/Eastern,Carroll County Regional Jack B Poage Field
KHWD,US/Pacific,Hayward Executive Airport
KMIA,US/Eastern,Miami International Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KMCC,US/Pacific,McClellan Airfield
KSAT,US/Central,San Antonio International Airport
KGOO,US/Pacific,Nevada County Airport
KNRS,US/Pacific,Naval Outlying Field Imperial Beach (Ream Field)
KOVE,US/Pacific,Oroville Municipal Airport
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KLNS,US/Eastern,Lancaster Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KLVK,US/Pacific,Livermore Municipal Airport
KMIA,US/Eastern,Miami International Airport
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KMCF,US/Eastern,MacDill Air Force Base
KROC,US/Eastern,Frederick Douglass Greater Rochester International Airport
KI69,US/Eastern,Clermont County Airport
KTUS,US/Mountain,Tucson International Airport / Morris Air National Guard Base
KAVL,US/Eastern,Asheville Regional Airport
KVDF,US/Eastern,Tampa Executive Airport
KSAZ,US/Central,Staples Municipal Airport
KDAA,US/Eastern,Davison Army Air Field
KADW,US/Eastern,Joint Base Andrews
KNKX,US/Pacific,Miramar Marine Corps Air Station - Mitscher Field
KOFP,US/Eastern,Hanover County Municipal Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KUZA,US/Eastern,Rock Hill - York County Airport
KNIP,US/Eastern,Jacksonville Naval Air Station (Towers Field)
KADS,US/Central,Addison Airport
KNQA,US/Central,Millington-Memphis Airport
KLGD,US/Pacific,La Grande/Union County Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KFAY,US/Eastern,Fayetteville Regional Airport - Grannis Field
KROC,US/Eastern,Frederick Douglass Greater Rochester International Airport
KEWR,US/Eastern,Newark Liberty International Airport
KSFO,US/Pacific,San Francisco International Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KBNA,US/Central,Nashville International Airport
KPOC,US/Pacific,Brackett Field
KPWA,US/Central,Wiley Post Airport
KPTW,US/Eastern,Heritage Field
KF70,US/Pacific,French Valley Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KIDI,US/Eastern,Indiana County–Jimmy Stewart Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KOXR,US/Pacific,Oxnard Airport
KHWD,US/Pacific,Hayward Executive Airport
KMUI,US/Eastern,Muir Army Air Field (Fort Indiantown Gap) Airport
KNPA,US/Central,Naval Air Station Pensacola Forrest Sherman Field
KBED,US/Eastern,Laurence G Hanscom Field
KRDM,US/Pacific,Roberts Field
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KRZL,US/Central,Jasper County Airport
KMCJ,US/Central,Salina Municipal Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KPWK,US/Central,Chicago Executive Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KAVL,US/Eastern,Asheville Regional Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KFTW,US/Central,Fort Worth Meacham International Airport
KSEG,US/Eastern,Penn Valley Airport
KGFK,US/Central,Grand Forks International Airport
KMIA,US/Eastern,Miami International Airport
KTMB,US/Eastern,Miami Executive Airport
KDAA,US/Eastern,Davison Army Air Field
KPTV,US/Pacific,Porterville Municipal Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KOLV,US/Central,Olive Branch Airport
KROS,US/Central,Rush City Regional Airport
KTEB,US/Eastern,Teterboro Airport
KAOO,US/Eastern,Altoona Blair County Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KGFK,US/Central,Grand Forks International Airport
KCWC,US/Central,Kickapoo Downtown Airport
KSVH,US/Eastern,Statesville Regional Airport
KCXY,US/Eastern,Capital City Airport
KSLI,US/Pacific,Los Alamitos Army Air Field
KRDU,US/Eastern,Raleigh Durham International Airport
KONT,US/Pacific,Ontario International Airport
KSFO,US/Pacific,San Francisco International Airport
KLUK,US/Eastern,Cincinnati Municipal Airport Lunken Field
KBIL,US/Mountain,Billings Logan International Airport
KSGR,US/Central,Sugar Land Regional Airport
KCGS,US/Eastern,College Park Airport
KHST,US/Eastern,Homestead ARB Airport
KSBP,US/Pacific,San Luis County Regional Airport
